Order_ID,Selling_Price,AWB_Number,Delivery_Partner,Item_Quantity,Payment_Mode,Shipping_City,Shipping_State,Product
10334,2082,20229532,Ekart,3,Prepaid,Chennai,Tamil Nadu,Air Freshener
10335,953,79407202,Ekart,2,COD,Ahmedabad,Gujarat,Mop
10336,4246,64981280,Ekart,1,Prepaid,Pune,Maharashtra,Garbage Bags
10337,3836,95319462,ShadowFax,3,COD,Pune,Maharashtra,Toothpaste
10338,3869,51532438,XpressBees,2,Prepaid,Bangalore,Karnataka,Dinner Plate Set
10339,674,38104189,XpressBees,2,COD,Bangalore,Karnataka,Bucket
10340,3361,50563158,Ekart,1,COD,Pune,Maharashtra,Dinner Plate Set
10341,1248,66217917,XpressBees,1,Prepaid,Pune,Maharashtra,Dish Soap
10342,1815,51812068,XpressBees,4,COD,Delhi,Delhi,Storage Container
10343,4877,24382899,ShadowFax,1,COD,Pune,Maharashtra,Curtains
10344,3954,85575645,XpressBees,4,COD,Kolkata,West Bengal,Toothpaste
10345,2591,58782159,XpressBees,2,Prepaid,Chennai,Tamil Nadu,Toilet Cleaner
10346,2760,93829536,Ekart,2,Prepaid,Ahmedabad,Gujarat,Cushion Cover
10347,3224,38340570,Ekart,4,COD,Kolkata,West Bengal,Dish Soap
10348,3151,94708745,ShadowFax,4,COD,Kolkata,West Bengal,Dinner Plate Set
10349,104,53752595,Ekart,2,Prepaid,Ahmedabad,Gujarat,Hand Wash
10350,4969,10983102,ShadowFax,4,Prepaid,Pune,Maharashtra,Dinner Plate Set
10351,976,61748483,Ekart,1,Prepaid,Bangalore,Karnataka,Water Bottle
10352,1091,74679933,Ekart,3,Prepaid,Delhi,Delhi,Bucket
10353,4242,25552654,ShadowFax,4,COD,Chennai,Tamil Nadu,Curtains
10354,4464,95251813,XpressBees,3,COD,Bangalore,Karnataka,Laundry Detergent
10355,4565,46480270,Ekart,1,COD,Ahmedabad,Gujarat,Garbage Bags
10356,735,26988990,XpressBees,1,Prepaid,Pune,Maharashtra,Broom
10357,1793,43042832,ShadowFax,2,Prepaid,Mumbai,Maharashtra,Garbage Bags
10358,1782,28161107,Ekart,1,Prepaid,Pune,Maharashtra,Water Bottle
10359,4852,65127344,XpressBees,3,Prepaid,Pune,Maharashtra,Garbage Bags
10360,219,39941264,ShadowFax,2,Prepaid,Chennai,Tamil Nadu,Hand Wash
10361,930,80973940,Ekart,4,COD,Bangalore,Karnataka,Garbage Bags
10362,3775,80784779,ShadowFax,4,COD,Delhi,Delhi,Soap Bar
10363,1469,35554141,Ekart,2,COD,Chennai,Tamil Nadu,Storage Container
10364,840,34776345,XpressBees,2,COD,Chennai,Tamil Nadu,Air Freshener
10365,216,85007404,Ekart,2,Prepaid,Delhi,Delhi,Curtains
10366,2938,15837776,Ekart,1,Prepaid,Hyderabad,Telangana,Garbage Bags
10367,1250,12989928,Ekart,4,COD,Kolkata,West Bengal,Hand Wash
10368,2031,66206321,Ekart,4,Prepaid,Chennai,Tamil Nadu,Dinner Plate Set
10369,1112,21955262,XpressBees,1,Prepaid,Pune,Maharashtra,Shampoo
10370,1764,50213017,XpressBees,1,Prepaid,Ahmedabad,Gujarat,Garbage Bags
10371,1181,84485818,Ekart,2,COD,Mumbai,Maharashtra,Dinner Plate Set
10372,4829,50388217,XpressBees,3,COD,Bangalore,Karnataka,Air Freshener
10373,612,75065258,Ekart,2,COD,Delhi,Delhi,Curtains
10374,2949,93554075,Ekart,1,Prepaid,Kolkata,West Bengal,Curtains
10375,659,87636002,XpressBees,1,Prepaid,Mumbai,Maharashtra,Cushion Cover
10376,3772,60531311,Ekart,2,COD,Bangalore,Karnataka,Air Freshener
10377,4683,29882076,Ekart,3,COD,Pune,Maharashtra,Shampoo
10378,3443,88702441,XpressBees,1,Prepaid,Ahmedabad,Gujarat,Cushion Cover
10379,4170,89299678,Ekart,3,Prepaid,Chennai,Tamil Nadu,Dinner Plate Set
10380,4899,62911329,XpressBees,4,Prepaid,Kolkata,West Bengal,Electric Kettle
10381,1570,68292772,XpressBees,4,Prepaid,Pune,Maharashtra,Shampoo
10382,680,65290900,Ekart,3,COD,Chennai,Tamil Nadu,Curtains
10383,2394,92728281,XpressBees,4,Prepaid,Kolkata,West Bengal,Toothpaste
10384,3247,67562346,Ekart,3,Prepaid,Delhi,Delhi,Garbage Bags
10385,4349,72408800,Ekart,2,COD,Kolkata,West Bengal,Dinner Plate Set
10386,1779,87858110,XpressBees,4,Prepaid,Chennai,Tamil Nadu,Dinner Plate Set
10387,3606,97249238,Ekart,1,Prepaid,Ahmedabad,Gujarat,Toilet Cleaner
10388,2844,20179762,Ekart,2,COD,Bangalore,Karnataka,Broom
10389,3456,23000682,ShadowFax,3,COD,Bangalore,Karnataka,Mop
10390,4145,59282039,Ekart,4,Prepaid,Mumbai,Maharashtra,Water Bottle
10391,1343,44471313,Ekart,3,COD,Chennai,Tamil Nadu,Bucket
10392,3218,65765410,Ekart,3,Prepaid,Hyderabad,Telangana,Cushion Cover
10393,2241,75446281,ShadowFax,1,COD,Pune,Maharashtra,Dish Soap
10394,3159,75731494,Ekart,4,Prepaid,Ahmedabad,Gujarat,Soap Bar
10395,4648,38333664,Ekart,3,COD,Pune,Maharashtra,Garbage Bags
10396,3059,94871401,Ekart,4,COD,Kolkata,West Bengal,Toothpaste
10397,2365,15984292,XpressBees,3,COD,Kolkata,West Bengal,Soap Bar
10398,2579,61771328,Ekart,4,COD,Delhi,Delhi,Soap Bar
10399,4746,64479376,XpressBees,2,Prepaid,Hyderabad,Telangana,Water Bottle
10400,1735,95565805,ShadowFax,4,COD,Mumbai,Maharashtra,Shampoo
10401,1857,80097443,Ekart,3,COD,Delhi,Delhi,Broom
10402,4552,39462682,Ekart,2,Prepaid,Ahmedabad,Gujarat,Dinner Plate Set
10403,2170,87699493,XpressBees,1,Prepaid,Kolkata,West Bengal,Laundry Detergent
10404,2949,64271805,XpressBees,1,COD,Delhi,Delhi,Toilet Cleaner
10405,3351,91716109,ShadowFax,2,COD,Hyderabad,Telangana,Storage Container
10406,3830,48847939,XpressBees,1,Prepaid,Delhi,Delhi,Curtains
10407,2589,13850158,ShadowFax,2,Prepaid,Kolkata,West Bengal,Mop
10408,1731,20565418,XpressBees,3,Prepaid,Bangalore,Karnataka,Dish Sponge
10409,2916,45571313,Ekart,1,Prepaid,Hyderabad,Telangana,Toothpaste
10410,1115,65970904,XpressBees,3,COD,Bangalore,Karnataka,Cushion Cover
10411,1448,22706213,XpressBees,4,COD,Chennai,Tamil Nadu,Mop
10412,4711,59623738,XpressBees,4,Prepaid,Kolkata,West Bengal,Toothpaste
10413,3187,19562799,Ekart,2,COD,Bangalore,Karnataka,Toothpaste
10414,2939,46677965,ShadowFax,2,Prepaid,Kolkata,West Bengal,Laundry Detergent
10415,435,74109708,Ekart,3,COD,Mumbai,Maharashtra,Soap Bar
10416,4692,25837355,XpressBees,2,COD,Pune,Maharashtra,Toothpaste
10417,995,83602578,Ekart,3,COD,Kolkata,West Bengal,Dish Soap
10418,3646,38390283,XpressBees,4,COD,Pune,Maharashtra,Water Bottle
10419,951,57736891,XpressBees,3,Prepaid,Pune,Maharashtra,Storage Container
10420,1787,89746718,XpressBees,3,COD,Delhi,Delhi,Shampoo
10421,2031,71823656,Ekart,1,Prepaid,Ahmedabad,Gujarat,Bucket
10422,3846,91701320,XpressBees,4,COD,Mumbai,Maharashtra,Broom
10423,2527,88362383,Ekart,1,Prepaid,Hyderabad,Telangana,Garbage Bags
10424,1668,15632727,ShadowFax,3,Prepaid,Kolkata,West Bengal,Curtains
10425,4100,82007239,XpressBees,4,Prepaid,Chennai,Tamil Nadu,Dish Sponge
10426,2838,67881828,XpressBees,2,COD,Pune,Maharashtra,Mop
10427,3598,18351071,XpressBees,3,Prepaid,Delhi,Delhi,Dinner Plate Set
10428,4013,46358004,XpressBees,1,COD,Bangalore,Karnataka,Storage Container
10429,1166,94276393,XpressBees,4,COD,Delhi,Delhi,Bucket
10430,4480,50234262,Ekart,2,COD,Mumbai,Maharashtra,Storage Container
10431,2544,50715941,XpressBees,1,Prepaid,Bangalore,Karnataka,Mop
10432,4207,87254143,Ekart,2,COD,Pune,Maharashtra,Toilet Cleaner
10433,3473,50768406,Ekart,1,Prepaid,Kolkata,West Bengal,Hand Wash
10434,4069,85157846,ShadowFax,3,COD,Delhi,Delhi,Cushion Cover
10435,2646,85052281,Ekart,4,COD,Bangalore,Karnataka,Air Freshener
10436,853,69202656,ShadowFax,1,COD,Chennai,Tamil Nadu,Bucket
10437,2182,28326013,Ekart,3,COD,Hyderabad,Telangana,Toothpaste
10438,2874,36016232,XpressBees,4,Prepaid,Ahmedabad,Gujarat,Broom
10439,2996,97401369,XpressBees,1,COD,Hyderabad,Telangana,Laundry Detergent
10440,4285,35009959,ShadowFax,1,Prepaid,Hyderabad,Telangana,Broom
10441,875,38822528,XpressBees,3,Prepaid,Bangalore,Karnataka,Hand Wash
10442,1725,68492876,ShadowFax,2,Prepaid,Kolkata,West Bengal,Storage Container
10443,3169,20434778,ShadowFax,1,Prepaid,Mumbai,Maharashtra,Toothpaste
10444,517,77937713,Ekart,1,COD,Pune,Maharashtra,Mop
10445,214,18925483,Ekart,3,COD,Hyderabad,Telangana,Curtains
10446,716,41358518,Ekart,4,COD,Pune,Maharashtra,Dinner Plate Set
10447,4074,26330382,ShadowFax,1,COD,Hyderabad,Telangana,Mop
10448,3367,70261469,XpressBees,3,COD,Pune,Maharashtra,Dish Sponge
10449,925,57083563,Ekart,1,Prepaid,Ahmedabad,Gujarat,Storage Container
10450,1616,79616087,ShadowFax,2,Prepaid,Bangalore,Karnataka,Laundry Detergent
10451,3246,73776095,Ekart,4,Prepaid,Pune,Maharashtra,Cushion Cover
10452,512,17489749,ShadowFax,1,COD,Mumbai,Maharashtra,Electric Kettle
10453,828,83501892,ShadowFax,4,COD,Pune,Maharashtra,Curtains
10454,3448,65832900,Ekart,2,Prepaid,Pune,Maharashtra,Toilet Cleaner
10455,2908,91525693,Ekart,1,COD,Chennai,Tamil Nadu,Dish Soap
10456,775,46406128,Ekart,2,COD,Hyderabad,Telangana,Floor Cleaner
10457,3565,94496306,Ekart,3,Prepaid,Ahmedabad,Gujarat,Dinner Plate Set
10458,2604,81800998,Ekart,3,Prepaid,Hyderabad,Telangana,Laundry Detergent
10459,3067,36400149,XpressBees,4,COD,Delhi,Delhi,Curtains
10460,2886,30182406,XpressBees,4,COD,Pune,Maharashtra,Shampoo
10461,1222,23177393,Ekart,1,Prepaid,Chennai,Tamil Nadu,Curtains
10462,4179,47864700,Ekart,1,COD,Pune,Maharashtra,Dinner Plate Set
10463,1671,63342025,Ekart,3,Prepaid,Bangalore,Karnataka,Toothpaste
10464,2243,15864049,Ekart,3,COD,Hyderabad,Telangana,Mop
10465,1787,32919819,Ekart,4,Prepaid,Delhi,Delhi,Hand Wash
10466,4232,46522941,ShadowFax,4,Prepaid,Hyderabad,Telangana,Dinner Plate Set
10467,3951,43041764,XpressBees,4,COD,Kolkata,West Bengal,Toothpaste
10468,3540,32946518,XpressBees,1,COD,Delhi,Delhi,Garbage Bags
10469,3866,19862053,XpressBees,2,Prepaid,Ahmedabad,Gujarat,Floor Cleaner
10470,2426,29874508,Ekart,2,Prepaid,Mumbai,Maharashtra,Laundry Detergent
10471,3014,85462597,XpressBees,4,Prepaid,Pune,Maharashtra,Toilet Cleaner
10472,4052,96027816,XpressBees,3,Prepaid,Pune,Maharashtra,Air Freshener
10473,695,89567554,ShadowFax,3,Prepaid,Mumbai,Maharashtra,Curtains
10474,828,17111994,ShadowFax,3,COD,Delhi,Delhi,Dinner Plate Set
10475,1465,54439453,XpressBees,4,COD,Pune,Maharashtra,Bucket
10476,4592,79256436,Ekart,1,COD,Pune,Maharashtra,Shampoo
10477,798,11044144,XpressBees,2,COD,Bangalore,Karnataka,Shampoo
10478,495,16374064,ShadowFax,2,Prepaid,Mumbai,Maharashtra,Curtains
10479,4271,64787626,Ekart,2,COD,Bangalore,Karnataka,Laundry Detergent
10480,4460,77267303,Ekart,1,COD,Bangalore,Karnataka,Toothpaste
10481,2602,85047056,Ekart,3,COD,Delhi,Delhi,Laundry Detergent
10482,1919,91115848,XpressBees,2,Prepaid,Pune,Maharashtra,Storage Container
10483,817,47716499,XpressBees,4,COD,Chennai,Tamil Nadu,Garbage Bags
10484,2882,41237452,Ekart,4,Prepaid,Pune,Maharashtra,Electric Kettle
10485,3677,55098970,Ekart,2,Prepaid,Hyderabad,Telangana,Mop
10486,243,87722595,XpressBees,4,COD,Hyderabad,Telangana,Storage Container
10487,3240,97389955,XpressBees,1,Prepaid,Kolkata,West Bengal,Bucket
10488,4591,74542791,Ekart,4,Prepaid,Pune,Maharashtra,Mop
10489,3038,29980735,XpressBees,3,Prepaid,Chennai,Tamil Nadu,Toothpaste
10490,3736,97812744,XpressBees,3,COD,Chennai,Tamil Nadu,Mop
10491,3322,70162772,XpressBees,1,Prepaid,Mumbai,Maharashtra,Broom
10492,1267,41761186,Ekart,3,Prepaid,Ahmedabad,Gujarat,Curtains
10493,2716,27701244,Ekart,2,COD,Hyderabad,Telangana,Storage Container
10494,1162,64894278,ShadowFax,3,COD,Delhi,Delhi,Air Freshener
10495,2256,43962161,ShadowFax,4,Prepaid,Chennai,Tamil Nadu,Dish Soap
10496,3082,45116716,ShadowFax,4,Prepaid,Ahmedabad,Gujarat,Bucket
10497,3394,86800269,Ekart,3,COD,Hyderabad,Telangana,Laundry Detergent
10498,4829,65990381,Ekart,1,Prepaid,Kolkata,West Bengal,Dish Soap
10499,1256,93845435,ShadowFax,3,COD,Kolkata,West Bengal,Dinner Plate Set
10500,832,90417948,XpressBees,4,Prepaid,Hyderabad,Telangana,Hand Wash
10501,4430,74755576,Ekart,3,Prepaid,Kolkata,West Bengal,Broom
10502,4946,72956348,Ekart,3,COD,Ahmedabad,Gujarat,Toilet Cleaner
10503,1053,42141524,Ekart,4,COD,Bangalore,Karnataka,Electric Kettle
10504,2639,52020539,XpressBees,2,Prepaid,Hyderabad,Telangana,Water Bottle
10505,3424,44648176,Ekart,2,COD,Hyderabad,Telangana,Dish Soap
10506,3401,12564417,ShadowFax,2,Prepaid,Ahmedabad,Gujarat,Storage Container
10507,1642,42609330,XpressBees,3,Prepaid,Pune,Maharashtra,Shampoo
10508,1291,76986505,Ekart,1,COD,Chennai,Tamil Nadu,Hand Wash
10509,3093,64938455,XpressBees,1,Prepaid,Mumbai,Maharashtra,Toothpaste
10510,2781,51250394,XpressBees,4,Prepaid,Hyderabad,Telangana,Toothpaste
10511,1317,23262898,Ekart,2,Prepaid,Pune,Maharashtra,Curtains
10512,1640,57305196,Ekart,4,Prepaid,Kolkata,West Bengal,Hand Wash
10513,3336,73179734,Ekart,3,COD,Pune,Maharashtra,Mop
10514,2486,22978863,ShadowFax,3,COD,Delhi,Delhi,Floor Cleaner
10515,3819,85059256,Ekart,3,COD,Hyderabad,Telangana,Dish Sponge
10516,1488,52715571,Ekart,3,COD,Hyderabad,Telangana,Bucket
10517,1956,28837219,ShadowFax,1,COD,Pune,Maharashtra,Electric Kettle
10518,1465,10264504,XpressBees,4,COD,Hyderabad,Telangana,Curtains
10519,599,49166805,Ekart,4,Prepaid,Chennai,Tamil Nadu,Toilet Cleaner
10520,1780,51849558,Ekart,3,COD,Bangalore,Karnataka,Dish Soap
10521,610,86901237,XpressBees,2,COD,Chennai,Tamil Nadu,Broom
10522,4412,91939467,Ekart,4,Prepaid,Bangalore,Karnataka,Dinner Plate Set
10523,1424,87525452,Ekart,1,COD,Hyderabad,Telangana,Garbage Bags
10524,1255,39129505,ShadowFax,2,COD,Ahmedabad,Gujarat,Soap Bar
10525,1927,70500417,Ekart,4,COD,Kolkata,West Bengal,Bucket
10526,3241,27603068,Ekart,3,COD,Kolkata,West Bengal,Storage Container
10527,3586,61257108,Ekart,2,Prepaid,Bangalore,Karnataka,Dinner Plate Set
10528,1910,92276215,XpressBees,2,Prepaid,Mumbai,Maharashtra,Bucket
10529,3023,42823646,ShadowFax,1,COD,Ahmedabad,Gujarat,Water Bottle
10530,2314,26527761,XpressBees,3,Prepaid,Chennai,Tamil Nadu,Floor Cleaner
10531,4286,13443149,Ekart,3,Prepaid,Kolkata,West Bengal,Shampoo
10532,813,23466925,Ekart,2,Prepaid,Hyderabad,Telangana,Soap Bar
10533,3702,84860294,Ekart,2,COD,Bangalore,Karnataka,Curtains
10534,4234,41106981,ShadowFax,3,COD,Ahmedabad,Gujarat,Hand Wash
10535,3622,53705219,Ekart,2,Prepaid,Pune,Maharashtra,Floor Cleaner
10536,4368,16782986,XpressBees,4,Prepaid,Mumbai,Maharashtra,Garbage Bags
10537,4848,91670917,XpressBees,2,Prepaid,Kolkata,West Bengal,Broom
10538,4949,33969126,Ekart,1,COD,Delhi,Delhi,Broom
10539,1343,77551473,XpressBees,2,COD,Kolkata,West Bengal,Laundry Detergent
10540,3809,42950301,ShadowFax,4,Prepaid,Pune,Maharashtra,Dish Soap
10541,1181,18387945,Ekart,3,COD,Hyderabad,Telangana,Toilet Cleaner
10542,555,77127653,Ekart,3,Prepaid,Chennai,Tamil Nadu,Shampoo
10543,994,61816162,Ekart,3,COD,Delhi,Delhi,Dinner Plate Set
10544,1484,70621952,XpressBees,4,COD,Pune,Maharashtra,Dish Soap
10545,2058,56704983,XpressBees,1,Prepaid,Kolkata,West Bengal,Dish Sponge
10546,3172,75932603,Ekart,4,COD,Kolkata,West Bengal,Dish Soap
10547,2096,70006831,Ekart,1,Prepaid,Ahmedabad,Gujarat,Garbage Bags
10548,4385,25589403,Ekart,4,COD,Mumbai,Maharashtra,Electric Kettle
10549,604,91590608,Ekart,4,Prepaid,Chennai,Tamil Nadu,Garbage Bags
10550,1314,21167831,XpressBees,2,Prepaid,Kolkata,West Bengal,Water Bottle
10551,1631,54914204,ShadowFax,1,COD,Pune,Maharashtra,Dish Soap
10552,3540,33523099,XpressBees,3,COD,Ahmedabad,Gujarat,Curtains
10553,923,74980813,ShadowFax,3,Prepaid,Hyderabad,Telangana,Cushion Cover
10554,1028,16539689,Ekart,3,Prepaid,Mumbai,Maharashtra,Bucket
10555,233,38365503,ShadowFax,1,COD,Ahmedabad,Gujarat,Dinner Plate Set
10556,2205,54216187,XpressBees,2,Prepaid,Mumbai,Maharashtra,Dish Sponge
10557,3727,83938575,Ekart,3,COD,Delhi,Delhi,Garbage Bags
10558,4880,83991587,Ekart,1,Prepaid,Chennai,Tamil Nadu,Air Freshener
10559,1952,40668060,XpressBees,2,Prepaid,Chennai,Tamil Nadu,Floor Cleaner
10560,4275,81118170,Ekart,4,Prepaid,Bangalore,Karnataka,Bucket
10561,3033,16840092,XpressBees,3,Prepaid,Pune,Maharashtra,Laundry Detergent
10562,3384,52304411,ShadowFax,1,Prepaid,Kolkata,West Bengal,Dinner Plate Set
10563,4398,36652255,Ekart,3,COD,Bangalore,Karnataka,Cushion Cover
10564,2911,69220378,XpressBees,1,Prepaid,Kolkata,West Bengal,Storage Container
10565,1350,88176522,XpressBees,1,COD,Pune,Maharashtra,Dish Sponge
10566,3612,95580460,XpressBees,2,COD,Pune,Maharashtra,Garbage Bags
10567,1356,62178119,Ekart,1,COD,Hyderabad,Telangana,Garbage Bags
10568,3476,27550263,Ekart,1,COD,Mumbai,Maharashtra,Shampoo
10569,3586,62333232,XpressBees,2,COD,Mumbai,Maharashtra,Hand Wash
10570,3684,67588532,XpressBees,1,Prepaid,Ahmedabad,Gujarat,Mop
10571,1496,59940803,ShadowFax,2,COD,Mumbai,Maharashtra,Laundry Detergent
10572,3737,69078067,ShadowFax,2,Prepaid,Chennai,Tamil Nadu,Broom
10573,3430,22592248,XpressBees,3,Prepaid,Pune,Maharashtra,Toothpaste
10574,2803,97518411,XpressBees,4,COD,Kolkata,West Bengal,Dish Soap
10575,570,50860363,Ekart,1,Prepaid,Bangalore,Karnataka,Mop
10576,1453,68135282,XpressBees,1,COD,Kolkata,West Bengal,Mop
10577,2883,94941623,XpressBees,2,Prepaid,Chennai,Tamil Nadu,Broom
10578,2931,60368595,XpressBees,2,COD,Hyderabad,Telangana,Toilet Cleaner
10579,457,62741126,XpressBees,1,Prepaid,Mumbai,Maharashtra,Hand Wash
10580,3119,55339250,ShadowFax,1,Prepaid,Hyderabad,Telangana,Toilet Cleaner
10581,767,49194834,Ekart,4,Prepaid,Mumbai,Maharashtra,Curtains
10582,4568,60330257,Ekart,3,COD,Chennai,Tamil Nadu,Dinner Plate Set
10583,1245,84667787,ShadowFax,3,COD,Bangalore,Karnataka,Cushion Cover
10584,4285,65771758,XpressBees,1,Prepaid,Mumbai,Maharashtra,Garbage Bags
10585,3819,85797156,Ekart,4,Prepaid,Bangalore,Karnataka,Water Bottle
10586,2845,51555209,XpressBees,4,Prepaid,Chennai,Tamil Nadu,Laundry Detergent
10587,639,28958166,ShadowFax,4,COD,Mumbai,Maharashtra,Soap Bar
10588,2879,99742289,Ekart,2,Prepaid,Kolkata,West Bengal,Dish Sponge
10589,4236,82915893,XpressBees,2,Prepaid,Chennai,Tamil Nadu,Hand Wash
10590,4935,52705902,XpressBees,1,Prepaid,Bangalore,Karnataka,Shampoo
10591,3875,20639221,XpressBees,4,COD,Ahmedabad,Gujarat,Laundry Detergent
10592,2608,29763137,Ekart,4,Prepaid,Bangalore,Karnataka,Storage Container
10593,2879,20578173,XpressBees,3,Prepaid,Hyderabad,Telangana,Storage Container
10594,1024,78990529,XpressBees,4,COD,Chennai,Tamil Nadu,Hand Wash
10595,3056,14573281,ShadowFax,1,COD,Pune,Maharashtra,Storage Container
10596,1681,82593865,ShadowFax,2,COD,Bangalore,Karnataka,Cushion Cover
10597,3424,88217316,XpressBees,2,COD,Chennai,Tamil Nadu,Electric Kettle
10598,4585,92845599,ShadowFax,2,COD,Ahmedabad,Gujarat,Laundry Detergent
10599,355,21392792,XpressBees,3,Prepaid,Mumbai,Maharashtra,Shampoo
10600,4904,89565975,XpressBees,1,COD,Mumbai,Maharashtra,Toilet Cleaner
10601,1938,65571412,Ekart,2,Prepaid,Mumbai,Maharashtra,Air Freshener
10602,2044,88343660,XpressBees,4,Prepaid,Ahmedabad,Gujarat,Water Bottle
10603,109,97250726,XpressBees,1,COD,Ahmedabad,Gujarat,Bucket
10604,2971,69899707,Ekart,1,COD,Kolkata,West Bengal,Shampoo
10605,897,19989657,ShadowFax,4,Prepaid,Mumbai,Maharashtra,Mop
10606,1115,41199998,XpressBees,2,COD,Delhi,Delhi,Air Freshener
10607,1924,42622405,ShadowFax,2,COD,Pune,Maharashtra,Air Freshener
10608,4569,34417576,Ekart,2,Prepaid,Kolkata,West Bengal,Bucket
10609,3236,16978207,XpressBees,3,Prepaid,Bangalore,Karnataka,Curtains
10610,2293,36016263,Ekart,2,Prepaid,Delhi,Delhi,Floor Cleaner
10611,323,86494865,Ekart,1,COD,Hyderabad,Telangana,Garbage Bags
10612,4258,13674809,Ekart,3,COD,Hyderabad,Telangana,Water Bottle
10613,4025,24692213,XpressBees,2,Prepaid,Delhi,Delhi,Mop
10614,4884,73507072,ShadowFax,3,Prepaid,Ahmedabad,Gujarat,Water Bottle
10615,4100,30670638,ShadowFax,1,Prepaid,Ahmedabad,Gujarat,Dinner Plate Set
10616,1733,72153552,Ekart,1,Prepaid,Delhi,Delhi,Hand Wash
10617,2252,42254526,Ekart,1,Prepaid,Bangalore,Karnataka,Garbage Bags
10618,610,54950417,ShadowFax,1,Prepaid,Bangalore,Karnataka,Storage Container
10619,484,37065747,Ekart,4,Prepaid,Delhi,Delhi,Garbage Bags
10620,504,17069721,Ekart,2,Prepaid,Delhi,Delhi,Hand Wash
10621,4713,45045489,Ekart,4,COD,Delhi,Delhi,Water Bottle
10622,4671,17615709,Ekart,1,Prepaid,Bangalore,Karnataka,Bucket
10623,2100,67135450,XpressBees,1,Prepaid,Delhi,Delhi,Curtains
10624,2856,74518166,XpressBees,2,COD,Hyderabad,Telangana,Electric Kettle
10625,1768,26445453,XpressBees,2,Prepaid,Pune,Maharashtra,Water Bottle
10626,1560,40000226,ShadowFax,3,Prepaid,Hyderabad,Telangana,Water Bottle
10627,3736,63203199,Ekart,2,COD,Kolkata,West Bengal,Dinner Plate Set
10628,2824,23132511,Ekart,3,COD,Mumbai,Maharashtra,Curtains
10629,4909,55748652,Ekart,2,Prepaid,Ahmedabad,Gujarat,Shampoo
10630,4278,67700803,XpressBees,2,COD,Kolkata,West Bengal,Cushion Cover
10631,2148,86161557,ShadowFax,2,COD,Delhi,Delhi,Toothpaste
10632,4246,84341488,Ekart,4,Prepaid,Hyderabad,Telangana,Hand Wash
10633,4880,40397984,ShadowFax,4,COD,Pune,Maharashtra,Soap Bar
10634,816,64406924,Ekart,3,COD,Delhi,Delhi,Dish Sponge
10635,4644,31479853,Ekart,2,Prepaid,Hyderabad,Telangana,Toilet Cleaner
10636,4683,23998187,Ekart,4,Prepaid,Pune,Maharashtra,Dinner Plate Set
10637,1923,29017856,Ekart,4,Prepaid,Hyderabad,Telangana,Bucket
10638,2181,75058958,XpressBees,1,COD,Ahmedabad,Gujarat,Storage Container
10639,3519,11330054,XpressBees,4,Prepaid,Kolkata,West Bengal,Storage Container
10640,1674,50062352,Ekart,4,COD,Delhi,Delhi,Storage Container
10641,349,26420299,ShadowFax,1,Prepaid,Pune,Maharashtra,Dinner Plate Set
10642,773,44704694,XpressBees,3,COD,Hyderabad,Telangana,Mop
10643,4633,41291191,XpressBees,3,COD,Hyderabad,Telangana,Bucket
10644,2265,62919309,Ekart,1,COD,Ahmedabad,Gujarat,Hand Wash
10645,870,75439308,Ekart,2,Prepaid,Kolkata,West Bengal,Water Bottle
10646,4062,93890292,XpressBees,3,Prepaid,Chennai,Tamil Nadu,Dinner Plate Set
10647,4463,13447711,XpressBees,2,Prepaid,Delhi,Delhi,Water Bottle
10648,2084,67464553,Ekart,3,COD,Mumbai,Maharashtra,Storage Container
10649,1177,50824956,Ekart,1,Prepaid,Chennai,Tamil Nadu,Cushion Cover
10650,335,96374424,Ekart,2,COD,Ahmedabad,Gujarat,Storage Container
10651,488,42874074,XpressBees,4,COD,Bangalore,Karnataka,Toothpaste
10652,3137,56633367,ShadowFax,2,Prepaid,Mumbai,Maharashtra,Soap Bar
10653,4958,23808524,ShadowFax,3,Prepaid,Delhi,Delhi,Shampoo
10654,1948,25030364,XpressBees,4,Prepaid,Bangalore,Karnataka,Storage Container
10655,4819,60406618,XpressBees,1,Prepaid,Chennai,Tamil Nadu,Dinner Plate Set
10656,2914,31548550,Ekart,2,COD,Kolkata,West Bengal,Dinner Plate Set
10657,3474,65488652,XpressBees,1,COD,Chennai,Tamil Nadu,Dinner Plate Set
10658,3378,55135458,ShadowFax,2,COD,Hyderabad,Telangana,Air Freshener
10659,1352,33691973,XpressBees,3,Prepaid,Chennai,Tamil Nadu,Bucket
10660,4081,52959674,Ekart,2,Prepaid,Hyderabad,Telangana,Laundry Detergent
10661,4773,76775437,ShadowFax,1,COD,Pune,Maharashtra,Toilet Cleaner
10662,2222,93656212,Ekart,2,COD,Hyderabad,Telangana,Storage Container
10663,4630,16378543,XpressBees,4,Prepaid,Chennai,Tamil Nadu,Electric Kettle
10664,2250,31119068,Ekart,1,Prepaid,Pune,Maharashtra,Bucket
10665,4959,89314969,ShadowFax,2,Prepaid,Chennai,Tamil Nadu,Garbage Bags
10666,1429,19251878,ShadowFax,1,Prepaid,Delhi,Delhi,Dish Sponge
10667,1458,95635519,Ekart,3,Prepaid,Mumbai,Maharashtra,Curtains
10668,2582,15098353,XpressBees,4,Prepaid,Hyderabad,Telangana,Garbage Bags
10669,4642,89430124,Ekart,1,COD,Delhi,Delhi,Toilet Cleaner
10670,2117,25973859,Ekart,2,Prepaid,Mumbai,Maharashtra,Mop
